Transaction_ID,Age,Gender,Country,Loyalty_Member,Purpose_of_Travel,Booking_Channel,Number_Previous_Stays,Lead_Time_Days,Length_of_Stay,Room_Type,Check_in_Month,Number_Guests,Avg_Daily_Rate,Preferred_Amenities,Special_Requests,Services_Used,Basket_Items,Overall_Satisfaction,Would_Recommend,Total_Revenue,Room_Demand_Indicator,Upselling_Success
T100270,55,Female,USA,No,Other,Website,2,1,7,Suite,Jun,2,506.58,WiFi;Breakfast;Spa;Restaurant;Parking,Early check-in,Laundry;Spa;Restaurant;Breakfast,"[Laundry, Spa, Restaurant, Breakfast]",3,No,3756.06,1,No
T100271,20,Female,Germany,No,Leisure,Website,1,11,8,Standard,Oct,2,118.73,WiFi;Breakfast;Spa;Restaurant;Parking,Late check-out,Room service;Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,1149.84,0,No
T100272,51,Male,China,Yes,Business,Agent,3,1,7,Standard,Jun,1,131.21,WiFi;Pool;Gym;Spa;Restaurant;Parking,Late check-out,Laundry;Spa;Restaurant;Mini-bar;Breakfast,"[Laundry, Spa, Restaurant, Mini-bar, Breakfast]",4,Yes,1168.47,1,No
T100273,38,Male,USA,Yes,Business,App,5,2,4,Standard,Apr,1,123.2,WiFi;Gym;Breakfast;Spa;Parking,Early check-in,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",2,No,622.8,0,No
T100274,26,Male,USA,No,Leisure,Agent,1,5,11,Suite,May,3,433.73,WiFi;Breakfast;Restaurant,Late check-out,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,No,4851.03,0,No
T100275,43,Male,China,Yes,Business,Website,3,10,4,Standard,Mar,1,119.91,Pool;Breakfast;Parking,Late check-out,Spa,[Spa],2,No,629.64,0,Yes
T100276,40,Female,UK,No,Leisure,App,0,40,8,Standard,Mar,2,130.28,WiFi;Gym,High floor,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",3,No,1202.24,0,Yes
T100277,30,Female,Canada,Yes,Leisure,Website,6,54,4,Standard,Apr,2,116.5,WiFi;Breakfast;Spa;Parking,High floor,Room service;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,686.0,0,Yes
T100278,38,Female,France,Yes,Business,Website,7,1,4,Standard,Jan,2,129.27,Gym;Breakfast;Restaurant,Late check-out,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",3,No,627.08,0,No
T100279,33,Male,Canada,No,Business,Website,0,1,5,Standard,Sep,2,126.87,WiFi;Breakfast;Restaurant,None,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",4,Yes,764.35,0,No
T100280,39,Female,UK,No,Other,Website,1,15,7,Standard,Jun,3,157.3,WiFi;Pool;Gym;Breakfast;Restaurant,High floor,Spa;Gym;Breakfast,"[Spa, Gym, Breakfast]",5,Yes,1221.1,1,No
T100281,45,Female,Canada,No,Business,Website,0,28,4,Standard,Jan,1,126.98,WiFi;Gym;Restaurant;Parking,Extra pillows,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",3,No,587.92,0,No
T100282,57,Female,India,Yes,Business,Website,5,1,4,Suite,Jun,1,462.86,WiFi;Gym;Breakfast;Parking,None,Room service;Laundry;Breakfast,"[Room service, Laundry, Breakfast]",4,Yes,1951.44,1,No
T100283,23,Female,India,Yes,Business,Phone,7,1,1,Deluxe,Dec,1,259.23,WiFi;Gym;Breakfast;Restaurant;Parking,None,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",5,Yes,339.23,1,No
T100284,63,Male,USA,Yes,Business,Website,6,10,1,Deluxe,Jul,1,248.15,WiFi;Gym;Breakfast;Parking,None,Room service;Laundry;Breakfast,"[Room service, Laundry, Breakfast]",3,No,348.15,1,No
T100285,18,Male,USA,No,Leisure,Website,0,47,4,Standard,Dec,4,134.27,WiFi;Breakfast;Restaurant,High floor,Gym;Restaurant;Mini-bar;Breakfast,"[Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,657.08,1,No
T100286,36,Male,Germany,No,Leisure,Website,2,37,6,Deluxe,Jul,2,218.21,Gym;Breakfast;Spa,Extra pillows,Restaurant;Mini-bar,"[Restaurant, Mini-bar]",3,No,1409.26,1,No
T100287,45,Male,China,No,Other,App,0,7,3,Suite,Dec,3,467.12,WiFi;Spa,Late check-out,Spa;Gym;Mini-bar,"[Spa, Gym, Mini-bar]",4,Yes,1591.36,1,Yes
T100288,41,Male,UK,No,Business,Website,0,5,3,Suite,Mar,1,422.95,WiFi;Breakfast;Restaurant;Parking,None,Spa;Gym;Restaurant;Breakfast,"[Spa, Gym, Restaurant, Breakfast]",3,No,1448.85,0,No
T100289,30,Female,Australia,Yes,Business,Agent,10,3,6,Standard,May,1,122.84,WiFi,Late check-out,Laundry;Restaurant,"[Laundry, Restaurant]",4,Yes,827.04,0,No
T100290,35,Female,UK,No,Business,Phone,0,5,3,Deluxe,Sep,2,201.09,WiFi;Breakfast;Restaurant;Parking,None,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",4,Yes,683.27,0,No
T100291,32,Female,China,No,Business,Website,1,11,4,Standard,Dec,1,129.71,WiFi;Restaurant;Parking,High floor,Laundry;Gym;Mini-bar,"[Laundry, Gym, Mini-bar]",3,No,588.84,1,No
T100292,30,Female,India,No,Business,App,2,11,1,Standard,Nov,2,118.45,WiFi;Gym;Breakfast;Restaurant;Parking,Late check-out,Laundry;Spa;Gym;Restaurant;Breakfast,"[Laundry, Spa, Gym, Restaurant, Breakfast]",3,No,328.45,0,No
T100293,48,Male,France,Yes,Other,Website,9,51,6,Standard,Jul,2,134.14,WiFi;Pool;Breakfast;Restaurant,Late check-out,Room service;Gym;Breakfast,"[Room service, Gym, Breakfast]",5,Yes,874.84,1,No
T100294,42,Female,France,Yes,Leisure,App,7,71,8,Deluxe,Feb,2,198.18,WiFi;Spa;Parking,High floor,Spa;Restaurant;Mini-bar;Breakfast,"[Spa, Restaurant, Mini-bar, Breakfast]",3,No,1805.44,0,No
T100295,29,Male,China,No,Business,Website,3,3,4,Standard,Jun,2,158.16,WiFi;Pool;Gym;Breakfast;Restaurant,None,Laundry;Gym;Restaurant;Mini-bar,"[Laundry, Gym, Restaurant, Mini-bar]",2,No,812.64,1,Yes
T100296,48,Male,India,Yes,Leisure,Website,7,5,5,Standard,Feb,4,129.11,WiFi;Pool;Breakfast;Spa;Restaurant;Parking,Early check-in,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,No,775.55,0,No
T100297,41,Male,India,Yes,Business,Website,3,7,5,Deluxe,May,1,192.43,WiFi;Gym;Spa;Parking,None,Room service;Spa;Gym;Restaurant,"[Room service, Spa, Gym, Restaurant]",4,Yes,1222.15,0,Yes
T100298,47,Male,France,Yes,Business,App,6,7,5,Standard,Apr,2,122.24,WiFi;Gym;Breakfast;Restaurant;Parking,None,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",5,Yes,661.2,0,No
T100299,45,Male,India,No,Leisure,App,0,18,5,Standard,Jun,2,144.06,WiFi;Breakfast;Restaurant,High floor,Room service;Laundry;Spa;Restaurant,"[Room service, Laundry, Spa, Restaurant]",4,Yes,1010.3,1,Yes
T100300,28,Male,UK,Yes,Business,Website,4,7,6,Standard,Nov,1,111.12,WiFi;Pool;Restaurant;Parking,Early check-in,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",2,No,776.72,0,No
T100301,31,Male,USA,Yes,Other,App,9,21,5,Standard,Mar,1,131.76,WiFi;Gym;Restaurant,None,Room service;Laundry;Gym;Restaurant,"[Room service, Laundry, Gym, Restaurant]",3,No,798.8,0,No
T100302,46,Female,China,Yes,Leisure,App,2,71,4,Standard,May,2,118.2,WiFi;Pool;Breakfast;Spa;Restaurant,Extra pillows,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,632.8,0,No
T100303,45,Male,China,No,Business,Agent,1,12,3,Standard,Apr,2,120.14,WiFi;Gym;Parking,High floor,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,Yes,560.42,0,Yes
T100304,37,Male,France,No,Leisure,Website,1,6,5,Suite,May,2,411.81,WiFi;Pool;Gym;Breakfast;Spa,None,Gym;Breakfast,"[Gym, Breakfast]",4,No,2129.05,0,Yes
T100305,39,Male,UK,No,Business,Agent,0,1,6,Deluxe,Jun,1,225.19,WiFi,Extra pillows,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,Yes,1511.14,1,No
T100306,53,Female,India,No,Business,App,3,8,3,Standard,Apr,2,113.33,WiFi;Breakfast;Parking,Late check-out,Laundry;Spa;Restaurant,"[Laundry, Spa, Restaurant]",2,No,529.99,0,No
T100307,30,Male,France,No,Business,Website,0,10,4,Standard,Dec,1,135.15,WiFi;Breakfast;Parking,Early check-in,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",3,No,650.6,1,No
T100308,44,Male,France,Yes,Business,App,6,3,3,Standard,Jun,2,140.67,WiFi;Gym;Breakfast;Parking,None,Room service;Mini-bar;Breakfast,"[Room service, Mini-bar, Breakfast]",3,No,532.01,1,No
T100309,35,Male,India,Yes,Leisure,App,4,3,9,Standard,Feb,4,112.79,WiFi;Pool;Breakfast;Parking,Late check-out,Gym;Breakfast,"[Gym, Breakfast]",3,No,1035.11,0,No
T100310,35,Male,China,Yes,Business,Phone,6,24,2,Standard,Jul,2,156.28,WiFi;Gym,Late check-out,Room service;Restaurant,"[Room service, Restaurant]",3,Yes,422.56,1,No
T100311,51,Male,India,Yes,Leisure,Website,9,34,5,Standard,Mar,4,125.14,WiFi;Gym;Breakfast;Spa,High floor,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,Yes,835.7,0,Yes
T100312,47,Male,Canada,Yes,Business,App,4,2,4,Standard,Apr,2,129.55,WiFi;Pool;Breakfast;Restaurant;Parking,None,Breakfast,[Breakfast],4,Yes,538.2,0,No
T100313,47,Male,USA,No,Business,Website,0,2,5,Standard,May,1,128.36,WiFi;Restaurant;Parking,None,Laundry;Restaurant,"[Laundry, Restaurant]",3,Yes,731.8,0,No
T100314,53,Male,Canada,No,Leisure,Phone,0,22,7,Standard,Feb,4,124.88,Pool;Gym;Breakfast;Restaurant;Parking,Late check-out,Gym;Mini-bar;Breakfast,"[Gym, Mini-bar, Breakfast]",3,Yes,934.16,0,No
T100315,38,Male,Germany,No,Business,Website,2,21,3,Deluxe,Sep,1,189.71,WiFi;Gym;Breakfast;Parking,None,Room service;Spa;Gym;Breakfast,"[Room service, Spa, Gym, Breakfast]",4,No,739.13,0,No
T100316,46,Female,China,No,Business,Phone,1,7,3,Suite,Oct,1,409.23,WiFi;Gym;Breakfast;Parking,Extra pillows,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,Yes,1437.69,0,Yes
T100317,34,Female,USA,Yes,Business,Phone,4,3,3,Deluxe,Jun,2,224.94,WiFi;Breakfast;Restaurant,None,Mini-bar;Breakfast,"[Mini-bar, Breakfast]",4,Yes,734.82,1,No
T100318,41,Male,China,Yes,Business,Website,10,8,4,Suite,Sep,1,370.6,WiFi;Breakfast;Parking,None,Laundry;Spa;Breakfast,"[Laundry, Spa, Breakfast]",5,Yes,1632.4,0,No
T100319,36,Male,India,No,Business,Agent,3,7,4,Standard,Jun,1,147.82,WiFi;Gym;Restaurant;Parking,Late check-out,Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Laundry, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,741.28,1,No
T100320,39,Female,USA,No,Leisure,Phone,0,11,9,Deluxe,Mar,2,204.99,WiFi,Extra pillows,Laundry;Spa;Gym;Breakfast,"[Laundry, Spa, Gym, Breakfast]",3,No,1994.91,0,No
T100321,45,Male,Germany,Yes,Business,Website,8,2,6,Standard,Jun,2,134.11,WiFi;Gym;Parking,None,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",4,Yes,964.66,1,No
T100322,28,Male,Canada,No,Business,Website,0,8,5,Deluxe,Jul,2,232.92,WiFi;Gym;Breakfast;Parking,Extra pillows,Spa;Gym;Mini-bar,"[Spa, Gym, Mini-bar]",5,Yes,1304.6,1,No
T100323,63,Female,China,No,Other,App,1,6,10,Deluxe,Jan,3,182.65,WiFi;Pool;Breakfast;Spa;Parking,High floor,Gym;Restaurant;Mini-bar,"[Gym, Restaurant, Mini-bar]",5,Yes,1926.5,0,No
T100324,25,Male,UAE,No,Business,Website,0,1,1,Standard,Aug,1,150.21,WiFi;Gym;Breakfast;Restaurant;Parking,Late check-out,Room service;Restaurant;Mini-bar;Breakfast,"[Room service, Restaurant, Mini-bar, Breakfast]",2,Yes,320.21,1,No
T100325,23,Male,USA,No,Leisure,Website,0,19,6,Standard,Sep,2,131.7,WiFi;Pool;Gym;Breakfast;Restaurant,Early check-in,Spa;Breakfast,"[Spa, Breakfast]",3,No,910.2,0,No
T100326,51,Male,India,Yes,Business,Website,7,32,5,Standard,Nov,1,125.76,WiFi;Pool;Breakfast;Restaurant,None,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",4,No,838.8,0,Yes
T100327,47,Female,USA,Yes,Business,Website,12,4,3,Standard,Feb,1,128.26,WiFi;Parking,Extra pillows,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",4,Yes,494.78,0,No
T100328,45,Male,Australia,No,Leisure,App,0,1,6,Suite,Jan,2,398.11,WiFi;Pool;Breakfast;Restaurant,Late check-out,Spa;Gym;Breakfast,"[Spa, Gym, Breakfast]",4,No,2508.66,0,No
T100329,45,Female,Canada,Yes,Business,Website,8,1,3,Deluxe,Feb,1,183.82,WiFi;Gym;Breakfast,Early check-in,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",4,Yes,651.46,0,Yes
T100330,37,Other,Germany,No,Leisure,Agent,0,21,6,Standard,Dec,3,150.53,Spa;Restaurant,None,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",4,Yes,1083.18,1,Yes
T100331,27,Male,USA,No,Business,App,0,1,4,Standard,Oct,2,114.16,WiFi;Gym;Breakfast;Parking,None,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",3,No,616.64,0,Yes
T100332,38,Male,India,Yes,Business,Website,9,3,3,Standard,Nov,1,117.32,WiFi;Pool;Gym;Breakfast;Restaurant;Parking,High floor,Room service;Restaurant,"[Room service, Restaurant]",4,Yes,461.96,0,No
T100333,29,Male,China,No,Business,App,0,6,3,Suite,Jul,1,499.5,WiFi;Breakfast,None,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",4,Yes,1608.5,1,No
T100334,49,Male,India,No,Business,App,0,7,4,Deluxe,Jul,2,259.43,WiFi;Breakfast;Spa,Late check-out,Laundry;Spa;Gym;Restaurant;Mini-bar,"[Laundry, Spa, Gym, Restaurant, Mini-bar]",3,Yes,1267.72,1,No
T100335,36,Male,France,Yes,Leisure,Phone,6,37,6,Deluxe,May,2,199.45,WiFi;Pool;Breakfast;Parking,None,Restaurant;Breakfast,"[Restaurant, Breakfast]",4,Yes,1276.7,0,No
T100336,28,Female,France,No,Business,Website,0,7,4,Deluxe,Nov,2,218.46,WiFi,Late check-out,Room service;Laundry;Gym;Mini-bar,"[Room service, Laundry, Gym, Mini-bar]",3,Yes,993.84,0,No
T100337,34,Female,Australia,No,Other,Website,1,18,4,Deluxe,Nov,1,200.8,WiFi;Pool;Parking,Late check-out,Laundry,[Laundry],4,Yes,833.2,0,No
T100338,42,Female,India,No,Other,Phone,1,10,7,Standard,Jun,4,133.13,WiFi;Pool;Gym;Breakfast,Extra pillows,Room service;Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Restaurant, Mini-bar, Breakfast]",2,Yes,1181.91,1,Yes
T100339,31,Male,UK,Yes,Business,Phone,9,5,2,Deluxe,May,1,200.74,WiFi;Gym;Breakfast;Parking,Early check-in,Room service;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Gym, Restaurant, Mini-bar, Breakfast]",3,No,571.48,0,No
T100340,28,Female,USA,No,Business,App,1,2,4,Standard,Sep,1,128.66,WiFi;Gym;Breakfast;Parking,Late check-out,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",3,No,714.64,0,Yes
T100341,40,Female,India,No,Leisure,Agent,0,12,3,Standard,Jan,2,120.91,WiFi;Gym;Breakfast;Spa;Restaurant;Parking,Late check-out,Room service;Breakfast,"[Room service, Breakfast]",4,Yes,432.73,0,No
T100342,40,Female,India,Yes,Other,Website,4,17,7,Standard,Nov,4,125.95,WiFi;Pool;Gym;Breakfast;Spa;Restaurant,Late check-out,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",3,No,1041.65,0,Yes
T100343,31,Male,Germany,Yes,Business,App,9,9,3,Standard,Jun,1,145.38,WiFi;Gym,None,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",3,No,546.14,1,No
T100344,32,Female,Germany,No,Business,Website,0,1,4,Standard,Jun,2,145.33,WiFi;Pool;Breakfast;Restaurant,None,Room service;Gym,"[Room service, Gym]",3,Yes,631.32,1,No
T100345,40,Male,USA,Yes,Business,Website,5,1,5,Deluxe,Aug,2,229.67,WiFi;Gym;Breakfast;Parking,Early check-in,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",3,No,1328.35,1,Yes
T100346,20,Male,India,No,Leisure,Agent,0,15,8,Suite,Aug,2,451.32,WiFi;Pool;Breakfast;Spa;Restaurant,Late check-out,Laundry;Spa;Gym,"[Laundry, Spa, Gym]",2,Yes,3740.56,1,No
T100347,21,Male,UK,No,Business,Website,0,7,1,Deluxe,Apr,1,191.16,WiFi;Gym;Breakfast,Early check-in,Room service;Laundry;Gym;Restaurant;Breakfast,"[Room service, Laundry, Gym, Restaurant, Breakfast]",3,No,351.16,0,No
T100348,29,Female,USA,No,Leisure,App,0,21,4,Deluxe,Dec,3,237.16,WiFi;Pool;Breakfast;Restaurant;Parking,None,Room service;Laundry;Mini-bar,"[Room service, Laundry, Mini-bar]",3,No,1118.64,1,Yes
T100349,35,Female,France,Yes,Business,Phone,7,2,2,Standard,Dec,2,152.92,Gym;Breakfast;Restaurant,Late check-out,Laundry;Spa;Gym;Restaurant,"[Laundry, Spa, Gym, Restaurant]",3,Yes,545.84,1,Yes
T100350,41,Male,USA,Yes,Business,Website,4,7,2,Standard,Jul,1,153.47,WiFi;Breakfast;Restaurant;Parking,None,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,Yes,356.94,1,No
T100351,55,Male,India,Yes,Business,Phone,8,11,4,Standard,Jul,1,134.31,WiFi;Gym;Breakfast,Early check-in,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,Yes,587.24,1,No
T100352,48,Male,USA,No,Business,Phone,0,3,3,Standard,Jul,1,145.52,WiFi;Pool;Gym;Breakfast,Late check-out,Room service;Restaurant;Mini-bar,"[Room service, Restaurant, Mini-bar]",3,Yes,636.56,1,Yes
T100353,36,Male,France,No,Business,App,1,7,3,Deluxe,Jul,1,235.97,WiFi;Gym;Breakfast,Late check-out,Spa;Gym;Restaurant;Mini-bar;Breakfast,"[Spa, Gym, Restaurant, Mini-bar, Breakfast]",3,Yes,927.91,1,No
T100354,37,Male,China,No,Business,Website,2,1,4,Deluxe,Dec,2,243.4,WiFi;Breakfast;Spa;Parking,Late check-out,Room service;Breakfast,"[Room service, Breakfast]",4,Yes,1043.6,1,No
T100355,25,Male,UK,No,Business,Website,0,20,3,Standard,Apr,1,123.54,WiFi;Pool;Gym;Breakfast;Parking,High floor,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",4,Yes,480.62,0,No
T100356,37,Female,China,No,Business,Website,1,3,4,Deluxe,Feb,1,191.18,WiFi;Gym;Breakfast;Restaurant;Parking,Late check-out,Spa,[Spa],3,No,914.72,0,Yes
T100357,34,Male,UAE,Yes,Business,Website,6,42,4,Deluxe,Dec,1,260.12,WiFi;Gym;Breakfast;Restaurant,High floor,Laundry;Spa;Gym;Restaurant,"[Laundry, Spa, Gym, Restaurant]",4,Yes,1230.48,1,No
T100358,41,Male,Canada,No,Other,Website,1,2,9,Suite,Apr,2,434.84,WiFi;Breakfast;Spa;Restaurant,Late check-out,Room service;Spa;Breakfast,"[Room service, Spa, Breakfast]",4,Yes,4083.56,0,No
T100359,28,Male,UK,Yes,Business,Phone,4,11,5,Standard,Sep,1,110.53,WiFi;Breakfast,High floor,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",2,Yes,752.65,0,No
T100360,44,Female,France,Yes,Business,Website,5,1,3,Deluxe,Mar,1,208.12,WiFi;Gym;Breakfast,None,Laundry;Restaurant,"[Laundry, Restaurant]",4,Yes,714.36,0,No
T100361,56,Female,Canada,Yes,Business,App,9,6,4,Standard,Dec,2,130.56,WiFi;Gym;Breakfast;Restaurant;Parking,Late check-out,Room service;Laundry;Breakfast,"[Room service, Laundry, Breakfast]",4,Yes,672.24,1,Yes
T100362,36,Female,Canada,No,Other,Website,0,24,8,Standard,Oct,4,109.12,WiFi;Pool,None,Room service;Restaurant;Breakfast,"[Room service, Restaurant, Breakfast]",3,No,1002.96,0,No
T100363,42,Male,Australia,Yes,Business,App,6,16,3,Standard,Dec,1,157.18,WiFi;Parking,Late check-out,Room service;Laundry;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Restaurant, Mini-bar, Breakfast]",3,No,721.54,1,Yes
T100364,46,Female,Australia,No,Leisure,Phone,1,5,4,Standard,Dec,3,149.61,WiFi;Gym;Breakfast;Restaurant,None,Room service;Spa;Gym,"[Room service, Spa, Gym]",2,Yes,748.44,1,No
T100365,33,Male,India,No,Leisure,Website,0,17,8,Standard,Feb,2,115.79,WiFi;Pool;Gym;Breakfast;Restaurant,Extra pillows,Room service;Laundry;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Laundry, Gym, Restaurant, Mini-bar, Breakfast]",2,No,1126.32,0,No
T100366,40,Female,Italy,Yes,Leisure,Website,2,13,3,Standard,Jun,2,148.89,WiFi;Pool;Breakfast,High floor,Mini-bar;Breakfast,"[Mini-bar, Breakfast]",3,No,556.67,1,Yes
T100367,38,Female,China,No,Business,App,0,6,4,Deluxe,Aug,1,256.6,WiFi;Breakfast;Restaurant,Early check-in,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",4,Yes,1176.4,1,No
T100368,39,Female,Germany,Yes,Leisure,Agent,10,3,7,Deluxe,Oct,1,214.84,Pool;Gym;Restaurant,Early check-in,Restaurant,[Restaurant],4,Yes,1563.88,0,No
T100369,28,Female,India,No,Business,App,1,4,4,Suite,Apr,1,361.64,WiFi;Pool;Gym;Breakfast;Parking,High floor,Room service;Spa;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Spa, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,1716.56,0,No
T100370,38,Female,UAE,No,Business,Website,2,5,2,Standard,Dec,1,153.16,WiFi;Gym;Restaurant;Parking,None,Gym;Restaurant;Breakfast,"[Gym, Restaurant, Breakfast]",4,Yes,386.32,1,No
T100371,43,Male,France,No,Leisure,Website,0,15,4,Suite,Apr,3,428.26,WiFi;Breakfast;Parking,None,Laundry;Gym;Restaurant;Mini-bar,"[Laundry, Gym, Restaurant, Mini-bar]",4,Yes,1843.04,0,No
T100372,55,Female,USA,No,Business,Phone,2,19,5,Standard,Nov,1,122.29,WiFi;Pool;Gym;Breakfast;Parking,None,Room service;Gym;Breakfast,"[Room service, Gym, Breakfast]",3,No,681.45,0,No
T100373,49,Male,France,No,Leisure,Phone,0,7,6,Standard,Jul,3,143.42,WiFi;Breakfast;Restaurant,Late check-out,Room service;Breakfast,"[Room service, Breakfast]",4,Yes,930.52,1,No
T100374,63,Male,China,No,Business,App,1,14,2,Deluxe,Jul,1,221.33,WiFi;Breakfast,Late check-out,Spa;Restaurant;Mini-bar;Breakfast,"[Spa, Restaurant, Mini-bar, Breakfast]",3,Yes,662.66,1,No
T100375,28,Male,France,Yes,Leisure,Agent,9,12,5,Deluxe,Jun,3,227.5,WiFi;Pool;Breakfast,None,Laundry;Gym;Breakfast,"[Laundry, Gym, Breakfast]",3,No,1187.5,1,No
T100376,48,Male,India,Yes,Business,App,6,6,4,Standard,Feb,2,119.77,WiFi;Breakfast;Spa;Restaurant;Parking,None,Room service;Laundry;Restaurant;Mini-bar,"[Room service, Laundry, Restaurant, Mini-bar]",4,Yes,659.08,0,No
T100377,40,Male,India,No,Business,Website,1,3,3,Deluxe,May,1,214.6,WiFi;Gym;Breakfast,Early check-in,Laundry;Gym;Restaurant;Breakfast,"[Laundry, Gym, Restaurant, Breakfast]",2,No,803.8,0,Yes
T100378,64,Male,Canada,No,Business,Website,1,8,5,Deluxe,Jun,2,254.55,WiFi;Gym;Breakfast,Late check-out,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,No,1482.75,1,Yes
T100379,28,Male,UK,No,Other,App,1,8,4,Suite,Jul,1,479.61,WiFi;Pool;Gym;Restaurant,None,Room service;Gym;Restaurant;Breakfast,"[Room service, Gym, Restaurant, Breakfast]",3,No,2098.44,1,Yes
T100380,27,Female,France,No,Business,App,0,1,3,Deluxe,Sep,1,211.43,WiFi;Pool;Gym;Breakfast;Restaurant,High floor,Room service;Laundry;Restaurant;Breakfast,"[Room service, Laundry, Restaurant, Breakfast]",3,No,844.29,0,Yes
T100381,30,Male,China,Yes,Business,Website,8,4,5,Deluxe,Jun,1,252.76,WiFi;Pool;Breakfast;Restaurant;Parking,None,Room service;Laundry;Gym;Breakfast,"[Room service, Laundry, Gym, Breakfast]",4,Yes,1363.8,1,No
T100382,18,Male,China,No,Business,Website,1,36,4,Deluxe,Jun,1,243.79,WiFi;Gym;Spa,Early check-in,Room service;Laundry;Breakfast,"[Room service, Laundry, Breakfast]",5,Yes,1075.16,1,No
T100383,31,Female,India,No,Leisure,Agent,3,10,7,Suite,Dec,2,453.15,Pool,None,Spa,[Spa],3,No,3322.05,1,Yes
T100384,28,Male,China,Yes,Business,App,10,9,5,Suite,Oct,1,387.84,WiFi;Pool;Restaurant;Parking,Late check-out,Room service;Laundry;Spa;Restaurant,"[Room service, Laundry, Spa, Restaurant]",3,No,2179.2,0,No
T100385,39,Female,India,Yes,Business,App,7,13,1,Deluxe,Jan,1,186.56,Pool;Gym;Spa;Parking,Extra pillows,Laundry;Restaurant;Mini-bar;Breakfast,"[Laundry, Restaurant, Mini-bar, Breakfast]",2,No,336.56,0,No
T100386,42,Female,USA,No,Business,Phone,1,8,6,Deluxe,Oct,1,180.29,WiFi;Gym;Breakfast,Late check-out,Room service;Gym;Restaurant;Mini-bar;Breakfast,"[Room service, Gym, Restaurant, Mini-bar, Breakfast]",4,Yes,1301.74,0,Yes
T100387,60,Female,UK,Yes,Business,Website,6,6,2,Standard,Dec,1,131.92,WiFi;Pool;Breakfast;Restaurant;Parking,Extra pillows,Laundry;Restaurant;Breakfast,"[Laundry, Restaurant, Breakfast]",3,No,373.84,1,No
